,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
13148,13149,134,59,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,After article 3,0.0,289,Greens/ EFA,RCV,-,130,489,23,0,2,68,0,13,4,10,33,0.0,0.011,0.919,0.0,0.228,0.037,0.065,0.805,0,0,0,0
13149,13150,134,60,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,+,425,211,7,56,53,68,23,28,33,129,34,0.903,0.291,0.919,0.315,0.491,0.306,0.838,0.829,0,0,1,0
13150,13151,134,61,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,+,365,263,5,53,53,16,44,18,19,128,33,0.855,0.291,0.216,0.603,0.316,0.176,0.831,0.805,0,0,1,0
13151,13152,134,62,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,-,306,320,6,54,60,19,42,17,30,51,32,0.871,0.33,0.257,0.575,0.298,0.278,0.331,0.78,0,0,0,0
13152,13153,134,63,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,-,286,346,9,54,54,20,43,16,21,49,28,0.871,0.297,0.27,0.589,0.281,0.194,0.318,0.683,0,0,0,0
13153,13154,134,64,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,-,248,356,31,53,53,20,42,16,13,40,11,0.855,0.291,0.27,0.575,0.281,0.12,0.26,0.268,0,0,0,0
13154,13155,134,65,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Annex I, paragraph 1, point c, point vii, table Directive 2003/87/EC Annexes I, table",0.0,255/rev,MEPs,RCV,+,436,190,3,55,55,66,39,28,24,133,35,0.887,0.302,0.892,0.534,0.491,0.222,0.864,0.854,0,0,1,0
13155,13156,134,66,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 26,0.0,242,"EPP, Renew",RCV,-,238,384,21,0,143,0,1,0,86,7,0,0.0,0.786,0.0,0.014,0.0,0.796,0.045,0.0,0,1,0,0
13156,13157,134,67,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 27,0.0,243,"EPP, Renew",RCV,-,224,388,25,0,139,0,1,0,81,2,0,0.0,0.764,0.0,0.014,0.0,0.75,0.013,0.0,0,1,0,0
13157,13158,134,68,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 27,0.0,295,MEPs,RCV,-,150,461,28,57,50,0,22,11,7,2,1,0.919,0.275,0.0,0.301,0.193,0.065,0.013,0.024,0,0,0,0
13158,13159,134,69,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 28,0.0,337,ECR,RCV,-,110,477,51,48,25,0,16,13,6,0,2,0.774,0.137,0.0,0.219,0.228,0.056,0.0,0.049,0,0,0,0
13159,13160,134,70,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 29,0.0,45,committee,RCV,+,409,226,8,0,125,68,0,12,79,124,0,0.0,0.687,0.919,0.0,0.211,0.731,0.805,0.0,1,0,0,0
13160,13161,134,71,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 29,0.0,45,committee,RCV,+,446,186,9,2,123,67,1,14,80,125,33,0.032,0.676,0.905,0.014,0.246,0.741,0.812,0.805,1,0,0,0
13161,13162,134,72,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 29,0.0,45,committee,RCV,+,415,214,3,1,123,68,1,11,81,128,1,0.016,0.676,0.919,0.014,0.193,0.75,0.831,0.024,1,0,0,0
13162,13163,134,73,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 30,0.0,231= 339=,"ITRE, ECR",RCV,+,322,302,19,56,160,0,45,21,20,19,1,0.903,0.879,0.0,0.616,0.368,0.185,0.123,0.024,0,1,0,0
13163,13164,134,74,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 30,0.0,231= 339=,"ITRE, ECR",RCV,+,322,300,18,56,161,0,46,17,20,19,3,0.903,0.885,0.0,0.63,0.298,0.185,0.123,0.073,0,1,0,0
13164,13165,134,75,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 30,0.0,231= 339=,"ITRE, ECR",RCV,+,323,305,11,55,161,0,45,15,19,25,3,0.887,0.885,0.0,0.616,0.263,0.176,0.162,0.073,0,1,0,0
13165,13166,134,76,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 33,0.0,52,committee,RCV,-,291,340,9,1,47,68,4,14,15,108,34,0.016,0.258,0.919,0.055,0.246,0.139,0.701,0.829,0,0,1,0
13166,13167,134,77,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 38,0.0,56,committee,RCV,+,478,152,14,1,145,67,2,14,82,133,33,0.016,0.797,0.905,0.027,0.246,0.759,0.864,0.805,1,0,0,0
13167,13168,134,78,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 43,0.0,342D,ECR,RCV,-,170,455,11,57,19,0,55,16,10,6,7,0.919,0.104,0.0,0.753,0.281,0.093,0.039,0.171,0,0,0,0
13168,13169,134,79,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,,0,RCV,-,265,340,34,2,157,0,1,2,86,16,0,0.032,0.863,0.0,0.014,0.035,0.796,0.104,0.0,0,1,0,0
13169,13170,134,80,08.06.2022,Revision of the EU Emissions Trading System,***I,Leg,Draft legislative resolution,s,Liese,A9-0162/2022,2021/0211/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Referral back,1.0,,0,RCV,+,495,120,16,4,158,66,3,13,93,128,29,0.065,0.868,0.892,0.041,0.228,0.861,0.831,0.707,1,0,0,0
13170,13171,134,1,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,Proposal to reject the Commission proposal,0.0,165,ID,RCV,-,91,512,27,52,0,0,32,6,1,0,0,0.839,0.0,0.0,0.438,0.105,0.009,0.0,0.0,0,0,0,0
13171,13172,134,2,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,14,committee,RCV,+,483,142,13,0,154,65,0,15,94,133,21,0.0,0.846,0.878,0.0,0.263,0.87,0.864,0.512,1,0,0,0
13172,13173,134,3,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,14,committee,RCV,+,471,91,71,4,161,66,8,10,89,132,0,0.065,0.885,0.892,0.11,0.175,0.824,0.857,0.0,1,0,0,0
13173,13174,134,4,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,15,committee,RCV,+,580,45,14,47,161,68,26,27,84,131,35,0.758,0.885,0.919,0.356,0.474,0.778,0.851,0.854,1,0,0,0
13174,13175,134,5,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,15,committee,RCV,+,326,236,67,9,160,1,39,10,84,18,4,0.145,0.879,0.014,0.534,0.175,0.778,0.117,0.098,0,1,0,0
13175,13176,134,6,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,28,committee,RCV,+,576,48,13,44,161,65,35,25,82,129,34,0.71,0.885,0.878,0.479,0.439,0.759,0.838,0.829,1,0,0,0
13176,13177,134,7,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,28,committee,RCV,+,421,177,21,35,154,66,21,18,83,9,35,0.565,0.846,0.892,0.288,0.316,0.769,0.058,0.854,0,1,0,0
13177,13178,134,8,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,28,committee,RCV,+,332,267,34,2,161,66,1,5,77,10,9,0.032,0.885,0.892,0.014,0.088,0.713,0.065,0.22,0,1,0,0
13178,13179,134,9,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,40,committee,RCV,+,466,162,9,0,159,68,0,14,93,102,29,0.0,0.874,0.919,0.0,0.246,0.861,0.662,0.707,1,0,0,0
13179,13180,134,10,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,40,committee,RCV,+,503,98,23,43,156,68,0,14,88,124,10,0.694,0.857,0.919,0.0,0.246,0.815,0.805,0.244,1,0,0,0
13180,13181,134,11,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,40,committee,RCV,+,370,232,4,13,149,66,41,5,84,8,3,0.21,0.819,0.892,0.562,0.088,0.778,0.052,0.073,0,1,0,0
13181,13182,134,12,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,54,committee,RCV,+,538,84,19,1,161,67,28,17,93,134,36,0.016,0.885,0.905,0.384,0.298,0.861,0.87,0.878,1,0,0,0
13182,13183,134,12,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,99,committee,RCV,+,488,135,13,0,151,68,0,14,94,131,29,0.0,0.83,0.919,0.0,0.246,0.87,0.851,0.707,1,0,0,0
13183,13184,134,13,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,99,committee,RCV,+,455,148,22,0,147,66,0,8,92,113,28,0.0,0.808,0.892,0.0,0.14,0.852,0.734,0.683,1,0,0,0
13184,13185,134,14,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,100,committee,RCV,+,458,130,49,1,151,67,1,14,93,105,25,0.016,0.83,0.905,0.014,0.246,0.861,0.682,0.61,1,0,0,0
13185,13186,134,15,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,101,committee,RCV,+,480,64,86,1,152,67,0,14,85,129,31,0.016,0.835,0.905,0.0,0.246,0.787,0.838,0.756,1,0,0,0
13186,13187,134,16,08.06.2022,Social Climate Fund,***I,Leg,Draft legislative resolution,s,Casa/de Lange,A9-0157/2022,2021/0206/COD,https://www.europarl.europa.eu/doceo/document/A-9-2022-0157_EN.html,"Committee on Employment and Social Affairs/Committee on the Environment, Public Health and Food Safety",Employment & Social Affairs,"Amendments by the committee responsible - split vote, roll-call-vote",0.0,101,committee,RCV,+,460,72,101,0,156,66,0,7,87,113,30,0.0,0.857,0.892,0.0,0.123,0.806,0.734,0.732,1,0,0,0
